Protein,go_term_type,go_term
P17544,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P17544,Function,enzyme binding
P17544,Function,metal ion binding
P17544,Function,mitogen-activated protein kinase binding
P17544,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
P17544,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P17544,Function,transcription factor binding
O14967,Function,calcium ion binding
O14967,Function,protein binding involved in protein folding
O14967,Function,unfolded protein binding
O95833,Function,chloride channel activity
O95833,Function,voltage-gated ion channel activity
Q9Y696,Function,chloride channel activity
Q9Y696,Function,voltage-gated ion channel activity
Q96NY7,Function,chloride channel activity
Q96NY7,Function,D2 dopamine receptor binding
Q96NY7,Function,D3 dopamine receptor binding
Q96NY7,Function,D4 dopamine receptor binding
Q96NY7,Function,voltage-gated ion channel activity
P49759,Function,ATP binding
P49759,Function,non-membrane spanning protein tyrosine kinase activity
P49759,Function,protein serine/threonine kinase activity
P49759,Function,protein serine/threonine/tyrosine kinase activity
P49760,Function,ATP binding
P49760,Function,identical protein binding
P49760,Function,protein serine/threonine kinase activity
P49760,Function,protein serine/threonine/tyrosine kinase activity
P49760,Function,protein tyrosine kinase activity
Q9HAZ1,Function,ATP binding
Q9HAZ1,Function,protein serine/threonine kinase activity
Q9HAZ1,Function,protein serine/threonine/tyrosine kinase activity
Q9HAZ1,Function,protein tyrosine kinase activity
Q08708,Function,transmembrane signaling receptor activity
Q9UGN4,Function,phosphatidylethanolamine binding
Q9UGN4,Function,phosphatidylserine binding
Q9UGN4,Function,signaling receptor activity
Q96JQ2,Function,actin filament binding
Q8N6G6,Function,peptidase activity
Q6UY14,Function,peptidase activity
Q6UY14,Function,protease binding
Q8N100,Function,DNA binding
Q8N100,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q8N100,Function,protein dimerization activity
Q6IWH7,Function,intracellular calcium activated chloride channel activity
Q6IWH7,Function,phospholipid scramblase activity
Q6IWH7,Function,protein dimerization activity
Q9HCE9,Function,intracellular calcium activated chloride channel activity
O60678,Function,histone-arginine N-methyltransferase activity
O60678,Function,metal ion binding
O60678,Function,methyltransferase activity
O60678,Function,nucleic acid binding
O60678,Function,protein-arginine N-methyltransferase activity
O60678,Function,protein-arginine omega-N asymmetric methyltransferase activity
O60678,Function,ribosome binding
Q99767,Function,amyloid-beta binding
O96018,Function,amyloid-beta binding
O96018,Function,enzyme binding
O96018,Function,enzyme inhibitor activity
P02652,Function,apolipoprotein receptor binding
P02652,Function,cholesterol binding
P02652,Function,cholesterol transporter activity
P02652,Function,heat shock protein binding
P02652,Function,high-density lipoprotein particle binding
P02652,Function,high-density lipoprotein particle receptor binding
P02652,Function,lipase inhibitor activity
P02652,Function,lipid binding
P02652,Function,lipid transporter activity
P02652,Function,phosphatidylcholine binding
P02652,Function,phosphatidylcholine-sterol O-acyltransferase activator activity
P02652,Function,phospholipid binding
P02652,Function,protein heterodimerization activity
P02652,Function,protein homodimerization activity
Q7Z2E3,Function,chromatin binding
Q7Z2E3,Function,damaged DNA binding
Q7Z2E3,Function,DNA 5'-adenosine monophosphate hydrolase activity
Q7Z2E3,Function,DNA-3'-diphospho-5'-guanosine diphosphatase
Q7Z2E3,Function,double-stranded DNA binding
Q7Z2E3,Function,double-stranded RNA binding
Q7Z2E3,Function,metal ion binding
Q7Z2E3,Function,mismatched DNA binding
Q7Z2E3,Function,phosphoglycolate phosphatase activity
Q7Z2E3,Function,phosphoprotein binding
Q7Z2E3,Function,polynucleotide 3'-phosphatase activity
Q7Z2E3,Function,protein N-terminus binding
Q7Z2E3,Function,single-strand break-containing DNA binding
Q7Z2E3,Function,single-stranded DNA binding
Q13520,Function,nitrate transmembrane transporter activity
Q13520,Function,water channel activity
Q9Y3E7,Function,identical protein binding
Q9Y3E7,Function,phosphatidylcholine binding
Q9Y3E7,Function,protein homodimerization activity
Q9Y3E7,Function,ubiquitin-specific protease binding
Q9P2E5,Function,acetylgalactosaminyltransferase activity
Q9P2E5,Function,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity
Q9NRG0,Function,DNA binding
Q9NRG0,Function,DNA-directed DNA polymerase activity
Q9NRG0,Function,protein heterodimerization activity
Q9NR48,Function,chromatin binding
Q9NR48,Function,DNA binding
Q9NR48,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9NR48,Function,histone methyltransferase activity (H3-K36 specific)
Q9NR48,Function,histone methyltransferase activity (H3-K4 specific)
Q9NR48,Function,histone-lysine N-methyltransferase activity
Q9NR48,Function,metal ion binding
P78348,Function,acid-sensing ion channel activity
P78348,Function,ligand-gated sodium channel activity
Q16515,Function,acid-sensing ion channel activity
Q16515,Function,ligand-gated sodium channel activity
P17405,Function,acid sphingomyelin phosphodiesterase activity
P17405,Function,"hydrolase activity, acting on glycosyl bonds"
P17405,Function,phosphoric diester hydrolase activity
P17405,Function,sphingomyelin phosphodiesterase activity
P17405,Function,zinc ion binding
Q86X95,Function,DNA-binding transcription factor activity
Q86X95,Function,protein kinase binding
Q86X95,Function,protein-containing complex binding
Q86X95,Function,transcription corepressor activity
Q14011,Function,mRNA 3'-UTR binding
Q14011,Function,poly(U) RNA binding
Q14011,Function,RNA binding
Q14011,Function,small ribosomal subunit rRNA binding
Q14011,Function,translation repressor activity
Q9NZ45,Function,"2 iron, 2 sulfur cluster binding"
Q9NZ45,Function,identical protein binding
Q9NZ45,Function,metal ion binding
P08243,Function,asparagine synthase (glutamine-hydrolyzing) activity
P08243,Function,ATP binding
P08243,Function,cofactor binding
P08243,Function,protein homodimerization activity
Q9NSE2,Function,1-phosphatidylinositol-3-kinase regulator activity
O75390,Function,citrate (Si)-synthase activity
O75390,Function,RNA binding
Q5U4P2,Function,peptide-aspartate beta-dioxygenase activity
Q6ICH7,Function,metal ion binding
Q6ICH7,Function,peptide-aspartate beta-dioxygenase activity
Q9BXN1,Function,calcium ion binding
Q9BXN1,Function,collagen binding
Q9BXN1,Function,extracellular matrix structural constituent conferring compression resistance
Q9ULV3,Function,nucleic acid binding
Q9ULV3,Function,zinc ion binding
Q96M02,Function,alpha-actinin binding
Q96M02,Function,histone deacetylase binding
Q96M02,Function,ubiquitin protein ligase activity
P00966,Function,amino acid binding
P00966,Function,argininosuccinate synthase activity
P00966,Function,ATP binding
P00966,Function,identical protein binding
P00966,Function,RNA binding
P00966,Function,toxic substance binding
Q07065,Function,RNA binding
Q2KHT3,Function,Rab GTPase binding
Q6ZS10,Function,fucose binding
Q6ZS10,Function,mannose binding
Q6ZS10,Function,metal ion binding
Q6ZU45,Function,carbohydrate binding
P16619,Function,CCR chemokine receptor binding
P16619,Function,chemokine activity
Q9P126,Function,carbohydrate binding
Q9P126,Function,transmembrane signaling receptor activity
O75596,Function,carbohydrate binding
Q9UMR7,Function,calcium ion binding
Q9UMR7,Function,carbohydrate binding
Q9UMR7,Function,mannose binding
Q9UMR7,Function,transmembrane signaling receptor activity
Q8WTT0,Function,carbohydrate binding
Q8WTT0,Function,metal ion binding
Q9H2X3,Function,calcium-dependent protein binding
Q9H2X3,Function,carbohydrate binding
Q9H2X3,Function,ICAM-3 receptor activity
Q9H2X3,Function,mannose binding
Q9H2X3,Function,metal ion binding
Q9H2X3,Function,peptide antigen binding
Q9H2X3,Function,signaling receptor activity
Q9H2X3,Function,virion binding
Q9H2X3,Function,virus receptor activity
Q6UXN8,Function,carbohydrate binding
Q9Y6N3,Function,calcium channel activity
Q9Y6N3,Function,chloride channel activity
Q9Y6N3,Function,metalloendopeptidase activity
Q9Y6N3,Function,transporter activity
Q9Y6N3,Function,voltage-gated ion channel activity
Q14CN2,Function,chloride channel activity
Q14CN2,Function,intracellular calcium activated chloride channel activity
Q14CN2,Function,metal ion binding
Q14CN2,Function,metalloendopeptidase activity
O75129,Function,calcium ion binding
O75129,Function,"inositol 1,3,4,5 tetrakisphosphate binding"
Q9P241,Function,ATP binding
Q9P241,Function,magnesium ion binding
Q9P241,Function,phospholipid-translocating ATPase activity
P98196,Function,ATP binding
P98196,Function,magnesium ion binding
P98196,Function,phospholipid-translocating ATPase activity
Q9HD20,Function,ATP binding
Q9HD20,Function,manganese-transporting ATPase activity
Q9HD20,Function,metal ion binding
Q4VNC1,Function,ATP binding
Q4VNC1,Function,cation-transporting ATPase activity
Q4VNC1,Function,metal ion binding
Q9UN42,Function,monovalent inorganic cation transmembrane transporter activity
P13637,Function,amyloid-beta binding
P13637,Function,ATP binding
P13637,Function,chaperone binding
P13637,Function,ion antiporter activity involved in regulation of presynaptic membrane potential
P13637,Function,metal ion binding
P13637,Function,sodium:potassium-exchanging ATPase activity
P13637,Function,steroid hormone binding
P05496,Function,lipid binding
P05496,Function,"proton-transporting ATP synthase activity, rotational mechanism"
P05496,Function,transporter activity
P05026,Function,ATPase activator activity
P05026,Function,ATPase binding
P05026,Function,MHC class II protein complex binding
P05026,Function,protein C-terminus binding
P05026,Function,protein kinase binding
P05026,Function,sodium:potassium-exchanging ATPase activity
Q01814,Function,ATP binding
Q01814,Function,calcium ion binding
Q01814,Function,calcium-transporting ATPase activity
Q01814,Function,calcium-transporting ATPase activity involved in regulation of postsynaptic cytosolic calcium ion concentration
Q01814,Function,calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration
Q01814,Function,calmodulin binding
Q01814,Function,metal ion binding
Q01814,Function,PDZ domain binding
Q01814,Function,protein C-terminus binding
Q9Y5I7,Function,identical protein binding
Q9Y5I7,Function,magnesium ion transmembrane transporter activity
Q9Y5I7,Function,structural molecule activity
Q96QE3,Function,ATP binding
Q96QE3,Function,DNA binding
Q96QE3,Function,DNA clamp unloader activity
O75185,Function,ATP binding
O75185,Function,calcium-transporting ATPase activity
O75185,Function,manganese-transporting ATPase activity
O75185,Function,metal ion binding
O75185,Function,"proton-exporting ATPase activity, phosphorylative mechanism"
P57739,Function,identical protein binding
P57739,Function,structural molecule activity
H7C241,Function,structural molecule activity
P18846,Function,"DNA-binding transcription activator activity, RNA polymerase II-specific"
P18846,Function,DNA-binding transcription factor activity
P18846,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P18846,Function,identical protein binding
P18846,Function,protein heterodimerization activity
P18846,Function,protein-containing complex binding
P18846,Function,RNA polymerase II regulatory region sequence-specific DNA binding
P18846,Function,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"
Q86WG3,Function,exopolyphosphatase activity
Q86WG3,Function,kinesin binding
Q86WG3,Function,WW domain binding
P56748,Function,identical protein binding
P56748,Function,structural molecule activity
Q9ULI0,Function,ATP binding
Q9ULI0,Function,ATPase activity
Q9ULI0,Function,chromatin binding
Q9ULI0,Function,histone binding
Q9ULI0,Function,lysine-acetylated histone binding
Q9NVI7,Function,ATP binding
Q9NVI7,Function,zinc ion binding
O94817,Function,Atg8 ligase activity
O95260,Function,arginyltransferase activity
Q13795,Function,GTP binding
Q13795,Function,GTPase activity
Q9NZN5,Function,G protein-coupled receptor binding
Q9NZN5,Function,GTPase activator activity
Q9NZN5,Function,guanyl-nucleotide exchange factor activity
Q9NZN5,Function,Rho guanyl-nucleotide exchange factor activity
O95376,Function,ubiquitin conjugating enzyme binding
O95376,Function,ubiquitin protein ligase activity
O95376,Function,ubiquitin-protein transferase activity
O95376,Function,zinc ion binding
Q99856,Function,chromatin binding
Q99856,Function,"DNA-binding transcription activator activity, RNA polymerase II-specific"
Q99856,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q99856,Function,protein homodimerization activity
Q99856,Function,RNA polymerase II regulatory region sequence-specific DNA binding
P29374,Function,DNA binding
P29374,Function,DNA-binding transcription factor activity
P29374,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P29374,Function,histone deacetylase activity
P29374,Function,transcription regulatory region DNA binding
Q8N8L6,Function,GTP binding
Q8IZ52,Function,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
Q8IZ52,Function,metal ion binding
Q8IZ52,Function,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity
O43916,Function,keratan sulfotransferase activity
O43916,Function,N-acetylglucosamine 6-O-sulfotransferase activity
O43916,Function,sulfotransferase activity
Q9GZX3,Function,N-acetylglucosamine 6-O-sulfotransferase activity
Q9NPF2,Function,chondroitin 4-sulfotransferase activity
Q9NPF2,Function,N-acetylgalactosamine 4-O-sulfotransferase activity
Q9NPF2,Function,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity
Q86WX3,Function,enzyme binding
Q86WX3,Function,RNA binding
P56211,Function,phosphatase inhibitor activity
P56211,Function,potassium channel regulator activity
P56211,Function,protein phosphatase 2A binding
P56211,Function,protein phosphatase inhibitor activity
P56211,Function,protein phosphatase regulator activity
P56211,Function,signaling receptor binding
P61158,Function,actin binding
P61158,Function,ATP binding
P61158,Function,structural constituent of cytoskeleton
O15144,Function,actin filament binding
O15144,Function,structural constituent of cytoskeleton
P49407,Function,alpha-1A adrenergic receptor binding
P49407,Function,alpha-1B adrenergic receptor binding
P49407,Function,angiotensin receptor binding
P49407,Function,AP-2 adaptor complex binding
P49407,Function,arrestin family protein binding
P49407,Function,clathrin adaptor activity
P49407,Function,cysteine-type endopeptidase inhibitor activity involved in apoptotic process
P49407,Function,enzyme inhibitor activity
P49407,Function,estrogen receptor binding
P49407,Function,follicle-stimulating hormone receptor binding
P49407,Function,GTPase activator activity
P49407,Function,insulin-like growth factor receptor binding
P49407,Function,ion channel binding
P49407,Function,mitogen-activated protein kinase kinase binding
P49407,Function,protein phosphorylated amino acid binding
P49407,Function,transcription factor binding
P49407,Function,transcription regulatory region DNA binding
P49407,Function,ubiquitin protein ligase binding
P49407,Function,V2 vasopressin receptor binding
Q8N365,Function,E-box binding
Q8N365,Function,RNA polymerase II distal enhancer sequence-specific DNA binding
P32121,Function,14-3-3 protein binding
P32121,Function,alpha-1A adrenergic receptor binding
P32121,Function,alpha-1B adrenergic receptor binding
P32121,Function,angiotensin receptor binding
P32121,Function,arrestin family protein binding
P32121,Function,D1 dopamine receptor binding
P32121,Function,enzyme binding
P32121,Function,follicle-stimulating hormone receptor binding
P32121,Function,G protein-coupled receptor binding
P32121,Function,identical protein binding
P32121,Function,mitogen-activated protein kinase binding
P32121,Function,platelet activating factor receptor binding
P32121,Function,protein domain specific binding
P32121,Function,protein kinase B binding
P32121,Function,protein-containing complex binding
P32121,Function,protein-containing complex scaffold activity
P32121,Function,signaling receptor binding
P32121,Function,type 1 angiotensin receptor binding
P32121,Function,type 2A serotonin receptor binding
P32121,Function,ubiquitin protein ligase binding
P15848,Function,arylsulfatase activity
P15848,Function,metal ion binding
P15848,Function,N-acetylgalactosamine-4-sulfatase activity
P36575,Function,opsin binding
P36575,Function,phosphoprotein binding
Q96RK0,Function,chromatin binding
Q96RK0,Function,DNA binding
Q96RK0,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P51689,Function,arylsulfatase activity
P51689,Function,metal ion binding
P54793,Function,arylsulfatase activity
P54793,Function,metal ion binding
Q96EG1,Function,arylsulfatase activity
Q96EG1,Function,metal ion binding
Q5FYB0,Function,arylsulfatase activity
Q5FYB0,Function,metal ion binding
Q6UWY0,Function,arylsulfatase activity
Q6UWY0,Function,metal ion binding
O43734,Function,signaling receptor binding
P0C7U1,Function,N-acylsphingosine amidohydrolase activity
Q9NR71,Function,calcium ion binding
Q9NR71,Function,ceramidase activity
Q9NR71,Function,N-acylsphingosine amidohydrolase activity
Q9NR71,Function,zinc ion binding
Q8N9N2,Function,RNA binding
Q99929,Function,DNA-binding transcription factor activity
Q99929,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q99929,Function,E-box binding
Q99929,Function,protein dimerization activity
Q99929,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q99929,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
Q99929,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q99929,Function,transcription factor binding
Q7RTU5,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q7RTU5,Function,protein dimerization activity
Q7RTU5,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q7RTU5,Function,transcription factor binding
Q9NVP2,Function,histone binding
Q92484,Function,phosphoric diester hydrolase activity
Q92484,Function,zinc ion binding
Q92485,Function,"hydrolase activity, acting on glycosyl bonds"
Q92485,Function,metal ion binding
Q92485,Function,phosphoric diester hydrolase activity
Q92485,Function,sphingomyelin phosphodiesterase activity
O95671,Function,nucleoside-triphosphate diphosphatase activity
O95671,Function,O-methyltransferase activity
P46597,Function,acetylserotonin O-methyltransferase activity
P46597,Function,identical protein binding
P46597,Function,O-methyltransferase activity
P46597,Function,protein homodimerization activity
P46597,Function,S-adenosylmethionine-dependent methyltransferase activity
P46597,Function,S-methyltransferase activity
O43681,Function,arsenite transmembrane transporter activity
O43681,Function,ATP binding
O43681,Function,ATPase activity
O43681,Function,metal ion binding
O43681,Function,transporter activity
P0C7P0,Function,"2 iron, 2 sulfur cluster binding"
P0C7P0,Function,metal ion binding
A6ND91,Function,aspartate dehydrogenase activity
A6ND91,Function,NADP binding
P20933,Function,hydrolase activity
P20933,Function,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity
P20933,Function,peptidase activity
P20933,Function,protein self-association
Q96KQ4,Function,p53 binding
Q96KQ4,Function,transcription factor binding
Q13625,Function,identical protein binding
Q13625,Function,NF-kappaB binding
Q13625,Function,p53 binding
Q13625,Function,SH3 domain binding
Q13625,Function,SH3/SH2 adaptor activity
Q12797,Function,calcium ion binding
Q12797,Function,electron transfer activity
Q12797,Function,ion channel binding
Q12797,Function,peptide-aspartate beta-dioxygenase activity
Q12797,Function,structural constituent of muscle
Q12797,Function,structural molecule activity
Q99966,Function,chromatin binding
Q99966,Function,co-SMAD binding
Q99966,Function,DNA-binding transcription factor activity
Q99966,Function,LBD domain binding
Q99966,Function,protein C-terminus binding
Q99966,Function,protein homodimerization activity
Q99966,Function,transcription coactivator activity
Q99966,Function,transcription regulatory region DNA binding
Q99967,Function,chromatin binding
Q99967,Function,DNA-binding transcription factor activity
Q99967,Function,histone acetyltransferase binding
Q99967,Function,LBD domain binding
Q99967,Function,protein domain specific binding
Q99967,Function,transcription coactivator activity
Q99967,Function,transcription corepressor activity
Q96RK1,Function,transcription coactivator activity
Q9H0W9,Function,"hydrolase activity, acting on ester bonds"
Q9H0W9,Function,zinc ion binding
Q9H3H3,Function,RNA binding
Q96JB5,Function,cyclin binding
Q96JB5,Function,MDM2/MDM4 family protein binding
Q96JB5,Function,mitogen-activated protein kinase binding
Q96JB5,Function,NF-kappaB binding
Q96JB5,Function,protein kinase binding
Q96JB5,Function,ubiquitin-like protein ligase binding
Q8IZ96,Function,cytokine activity
Q96MX0,Function,cytokine activity
Q96DZ9,Function,cytokine activity
Q8NA57,Function,mRNA binding
A5D8T8,Function,polysaccharide binding
Q6UXF7,Function,polysaccharide binding
Q7Z460,Function,dystroglycan binding
Q7Z460,Function,kinetochore binding
Q7Z460,Function,microtubule binding
Q7Z460,Function,microtubule plus-end binding
Q96F83,Function,clathrin binding
Q8IUN9,Function,carbohydrate binding
Q9Y240,Function,carbohydrate binding
Q9Y240,Function,growth factor activity
Q6UVW9,Function,carbohydrate binding
Q6UVW9,Function,protein homodimerization activity
Q92478,Function,carbohydrate binding
Q92478,Function,identical protein binding
Q8TER5,Function,Rho guanyl-nucleotide exchange factor activity
Q96CF2,Function,protein homodimerization activity
Q9H2X0,Function,cytokine binding
Q9H2X0,Function,heparin binding
Q9H2X0,Function,syndecan binding
Q86X52,Function,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
Q86X52,Function,metal ion binding
Q86X52,Function,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity
Q70JA7,Function,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
Q70JA7,Function,metal ion binding
Q70JA7,Function,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity
Q9Y4C5,Function,N-acetylglucosamine 6-O-sulfotransferase activity
Q9Y4C5,Function,sulfotransferase activity
Q7LGC8,Function,chondroitin 6-sulfotransferase activity
Q7LGC8,Function,N-acetylglucosamine 6-O-sulfotransferase activity
Q7LGC8,Function,sulfotransferase activity
Q8NCG5,Function,N-acetylglucosamine 6-O-sulfotransferase activity
Q8NCG5,Function,sulfotransferase activity
O43529,Function,HNK-1 sulfotransferase activity
O43529,Function,sulfotransferase activity
Q8NCH0,Function,N-acetylgalactosamine 4-O-sulfotransferase activity
Q8NCH0,Function,phosphate ion binding
Q9Y3Y2,Function,methyl-CpG binding
Q9Y3Y2,Function,RNA binding
Q9UBL0,Function,calmodulin binding
Q9UBL0,Function,nucleic acid binding
P61160,Function,actin binding
P61160,Function,ATP binding
P61160,Function,structural constituent of cytoskeleton
Q9H981,Function,ATP binding
Q9H5X1,Function,metal ion binding
Q8N5I2,Function,arrestin family protein binding
Q8N5I2,Function,identical protein binding
Q8N5I2,Function,"protein binding, bridging involved in substrate recognition for ubiquitination"
Q8N5I2,Function,ubiquitin protein ligase binding
Q8NCT1,Function,"protein binding, bridging involved in substrate recognition for ubiquitination"
Q9H6Q4,Function,"4 iron, 4 sulfur cluster binding"
Q9H6Q4,Function,metal ion binding
P10523,Function,opsin binding
P10523,Function,phosphoprotein binding
P10523,Function,protein phosphatase inhibitor activity
O15145,Function,actin binding
O15145,Function,structural constituent of cytoskeleton
P59998,Function,actin binding
P59998,Function,enzyme binding
P59998,Function,structural constituent of cytoskeleton
O15511,Function,actin filament binding
O15511,Function,structural constituent of cytoskeleton
Q5FYB1,Function,arylsulfatase activity
Q5FYB1,Function,metal ion binding
Q5T4W7,Function,growth factor activity
Q5T4W7,Function,Ras guanyl-nucleotide exchange factor activity
Q5T4W7,Function,signaling receptor binding
Q9UHD4,Function,identical protein binding
O00192,Function,cadherin binding
Q96QS3,Function,chromatin binding
Q96QS3,Function,"distal enhancer DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q96QS3,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q96QS3,Function,RNA polymerase II distal enhancer sequence-specific DNA binding
Q9ULH1,Function,cadherin binding
Q9ULH1,Function,GTPase activator activity
Q9ULH1,Function,metal ion binding
Q9ULH1,Function,"phosphatidylinositol-3,4,5-trisphosphate binding"
Q9ULH1,Function,"phosphatidylinositol-4,5-bisphosphate binding"
Q9ULH1,Function,phosphatidylserine binding
Q8TDY4,Function,GTPase activator activity
Q8TDY4,Function,metal ion binding
Q9Y5C1,Function,enzyme inhibitor activity
Q9Y5C1,Function,growth factor activity
Q9Y5C1,Function,heparin binding
Q9Y5C1,Function,integrin binding
Q9Y5C1,Function,phospholipase inhibitor activity
A6NL99,Function,channel activity
P05089,Function,arginase activity
P05089,Function,manganese ion binding
P56559,Function,alpha-tubulin binding
P56559,Function,GTP binding
P56559,Function,GTPase activity
Q92974,Function,guanyl-nucleotide exchange factor activity
Q92974,Function,microtubule binding
Q92974,Function,Rac GTPase binding
Q92974,Function,Rac guanyl-nucleotide exchange factor activity
Q92974,Function,Rho GTPase binding
Q92974,Function,Rho guanyl-nucleotide exchange factor activity
Q92974,Function,transcription factor binding
Q92974,Function,zinc ion binding
Q9NVJ2,Function,alpha-tubulin binding
Q9NVJ2,Function,beta-tubulin binding
Q9NVJ2,Function,GDP binding
Q9NVJ2,Function,GTP binding
Q9NVJ2,Function,GTPase activity
Q14155,Function,guanyl-nucleotide exchange factor activity
Q14155,Function,protein kinase binding
Q14155,Function,Rho guanyl-nucleotide exchange factor activity
Q9H2A9,Function,N-acetylgalactosamine 4-O-sulfotransferase activity
Q7L1S5,Function,chondroitin 4-sulfotransferase activity
Q7L1S5,Function,N-acetylgalactosamine 4-O-sulfotransferase activity
Q9NRB3,Function,3'-phosphoadenosine 5'-phosphosulfate binding
Q9NRB3,Function,chondroitin 4-sulfotransferase activity
Q7LFX5,Function,3'-phosphoadenosine 5'-phosphosulfate binding
Q7LFX5,Function,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity
Q8WUH1,Function,zinc ion binding
Q9Y375,Function,unfolded protein binding
P15289,Function,arylsulfatase activity
P15289,Function,calcium ion binding
P15289,Function,cerebroside-sulfatase activity
P15289,Function,sulfuric ester hydrolase activity
O75838,Function,calcium ion binding
O75838,Function,integrin binding
O75838,Function,magnesium ion binding
O75838,Function,protein homodimerization activity
Q96Q77,Function,calcium ion binding
Q96Q77,Function,magnesium ion binding
A0PJX0,Function,calcium ion binding
A0PJX0,Function,magnesium ion binding
P51690,Function,arylsulfatase activity
P51690,Function,metal ion binding
Q5FYA8,Function,arylsulfatase activity
Q5FYA8,Function,metal ion binding
O60543,Function,protein homodimerization activity
Q9H2C2,Function,sterol transporter activity
Q9HBK9,Function,arsenite methyltransferase activity
Q9HBK9,Function,methylarsonite methyltransferase activity
O75339,Function,extracellular matrix structural constituent
P18440,Function,arylamine N-acetyltransferase activity
P11245,Function,arylamine N-acetyltransferase activity
Q13510,Function,catalytic activity
Q13510,Function,ceramidase activity
Q13510,Function,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
Q13510,Function,N-acylsphingosine amidohydrolase activity
Q9Y574,Function,ubiquitin protein ligase activity
Q9Y574,Function,ubiquitin protein ligase binding
Q9Y574,Function,ubiquitin-protein transferase activity
O43150,Function,GTPase activator activity
O43150,Function,metal ion binding
Q8N3C0,Function,ATP binding
Q8N3C0,Function,ATP-dependent 3'-5' DNA helicase activity
Q8N3C0,Function,ATP-dependent helicase activity
Q8N3C0,Function,RNA binding
P50553,Function,bHLH transcription factor binding
P50553,Function,chromatin binding
P50553,Function,DNA-binding transcription factor activity
P50553,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P50553,Function,E-box binding
P50553,Function,protein homodimerization activity
P50553,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
P50553,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P50553,Function,RNA polymerase II regulatory region sequence-specific DNA binding
P50553,Function,transcription factor binding
Q9NQ33,Function,DNA binding
Q9NQ33,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9NQ33,Function,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q9NQ33,Function,protein dimerization activity
Q9NQ33,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q9NQ33,Function,transcription factor binding
Q6XD76,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q6XD76,Function,protein dimerization activity
Q6XD76,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q6XD76,Function,transcription factor binding
Q9ULZ3,Function,BMP receptor binding
Q9ULZ3,Function,cysteine-type endopeptidase activator activity involved in apoptotic process
Q9ULZ3,Function,cysteine-type endopeptidase activity involved in apoptotic process
Q9ULZ3,Function,enzyme binding
Q9ULZ3,Function,identical protein binding
Q9ULZ3,Function,interleukin-6 receptor binding
Q9ULZ3,Function,ion channel binding
Q9ULZ3,Function,myosin I binding
Q9ULZ3,Function,protease binding
Q9ULZ3,Function,protein dimerization activity
Q9ULZ3,Function,protein homodimerization activity
Q9ULZ3,Function,Pyrin domain binding
Q9ULZ3,Function,tropomyosin binding
Q15642,Function,GTPase activator activity
Q15642,Function,identical protein binding
Q15642,Function,lipid binding
O95996,Function,beta-catenin binding
O95996,Function,gamma-catenin binding
O95996,Function,microtubule binding
Q8IW19,Function,3'-5' exonuclease activity
Q8IW19,Function,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
Q8IW19,Function,DNA-(apurinic or apyrimidinic site) endonuclease activity
